href,title,text,comments
https://profile.ru/news/politics/posle-dvuh-podryad-massovyh-rasstrelov-serby-sdali-vlastyam-37000-edinic-oruzhiya-1328941/,После двух подряд массовых расстрелов сербы сдали властям 37.200 единиц оружия,"
Армия Судана (SAF) и Силы быстрого реагирования (RSF) впервые начали соблюдать условия прекращения огня. Источник информационного агентства Reuters рассказал, что в Хартуме установилось относительное затишье, авиаудары по столице Судана не наносились.
Новая договоренность о перемирии после пяти недель ожесточенных боев была достигнута на переговорах в Джидде. Соблюдение соглашения о прекращении огня будут контролировать Саудовская Аравия и США. Перемирие вводится для доставки гуманитарной помощи.
Reuters напоминает, что США и Саудовская Аравия уже занимались посредничеством между конфликтующими в Судане сторонами и ранее объявлялись перемирия. Однако все они практически немедленно срывались, в чем SAF и RSF обвиняли друг друга.
Министерство здравоохранения Судана сообщило, что RSF совершили налет на больницу имени Ахмеда Кассима в Бахри и заняли ее незадолго до начала перемирия. Затем группировка разместилась в другой больнице. Руководство RSF эти обвинения отвергло.
Вооруженный конфликт в Судане продолжается с 15 апреля. Он разгорелся между регулярной армией страны и Силами быстрого реагирования. При этом обе структуры ранее участвовали в двух государственных переворотах. Поводом для начала столкновений стал вопрос интеграции RSF в структуру армии.
Из-за конфликта почти 1,1 млн человек были вынуждены покинуть свои дома. Около 250 тыс. из них бежали в другие страны. ",
https://profile.ru/news/accidents/vrezavshegosya-v-vorota-belogo-doma-muzhchinu-obvinili-v-pokushenii-na-prezidenta-1328939/,Врезавшегося в ворота Белого дома мужчину обвинили в покушении на президента,"
Судья в Нью-Йорке назначил дату разбирательства по уголовному делу против бывшего американского лидера Дональда Трампа на 25 марта 2024 года. CNN отмечает, что процесс пройдет в разгар праймериз Республиканской партии на выборах президента Соединённых Штатов.
Дата судебного разбирательства была назначена во время короткого слушания. Оно проходило в режиме видеосвязи. Судья Хуан Мерчан зачитал Дональду Трампу приказ о том, что он имеет право говорить по этому делу и о чем распространяться ему запрещается.
Судья подчеркнул, что отдельного указания о неразглашении информации нет и Трамп может публично защищать себя от обвинений, связанных с этим делом.
""Конечно, я не собираюсь каким-либо образом препятствовать возможности господина Трампа участвовать в кампании на пост президента Соединённых Штатов"", – также сказал судья.
В апреле 2023 года Дональду Трампу было предъявлено обвинение в фальсификации деловой документации. Это уголовное обвинение, в деле 34 пункта. Бывший президент США не признал себя виновным ни по одному из них.
В мае 2023 года Трампа также признали виновным по делу о сексуальном насилии в отношении писательницы Джин Кэррол. Политика обязали выплатить ей в общей сложности $5 млн. ",
https://profile.ru/news/politics/sandu-zayavila-o-gotovnosti-vypolnyat-reshenie-mus-v-otnoshenii-glavy-rf-1328937/,Санду заявила о готовности выполнять решение МУС в отношении главы РФ,"
Пресс-секретарь президента России Дмитрий Песков заявил, что обсуждать мирное урегулирование украинского конфликта на данный момент преждевременно. В беседе с госагентством ТАСС официальный представитель Кремля добавил, что предпосылок для этого пока нет.
Корреспондент ТАСС поинтересовался у представителя Кремля, есть ли у России собственный план мирного урегулирования конфликта.
""Пока преждевременно об этом говорить, пока предпосылок для мирного урегулирования нет, очевидно"", – ответил пресс-секретарь президента России.
В госагентстве также попросили пресс-секретаря президента РФ уточнить, готова ли Москва к переговорам с представителями украинских властей.
Дмитрий Песков напомнил, что и об этом речь идти вряд ли может, поскольку ""какие-либо переговоры с РФ запрещены"".
В октябре 2022 года президент Украины Владимир Зеленский действительно подписал решение СНБО этой страны о невозможности переговоров с президентом России Владимиром Путиным.
При этом ранее в Кремле отмечали, что Россия готова решать вопрос конфликта на Украине путем переговоров. Однако дополнялось, что Москва в настоящее время никаких перспектив для таких переговоров не видит. ",
https://profile.ru/news/society/stal-izvesten-laureat-mezhdunarodnoj-bukerovskoj-premii-po-literature-1328934/,Стал известен лауреат Международной Букеровской премии по литературе,"
Американский лидер Джо Байден назначил генерал-лейтенанта ВВС США Тимоти Хоффа главой Агентства национальной безопасности (National Security Agency, NSA, АНБ). Хофф также возглавит Киберкомандование США (U.S. Cyber Command), сообщает информационное агентство Reuters.
Тимоти Хофф на этом посту заменит генерала Пола Накасоне, который возглавлял АНБ и Киберкомандование с 2018 года. Накасоне планирует уйти в отставку в этом году.
Ранее Хофф занимал ряд должностей в области разведки и кибербезопасности, в том числе работал директором разведки в Командовании кибернетической безопасности и заместителем командующего Совместным оперативным штабом ""Арес"".
У него три магистерских степени в области телекоммуникаций, совместных информационных операций и стратегии использования национальных ресурсов. Хофф является выпускником программы ВВС ROTC в Лихайском университете
Агентство по национальной безопасности входит в состав Разведывательного сообщества США, однако действует на правах независимого органа. Это крупнейшее по ряду параметров американское разведывательное ведомство. ",
https://profile.ru/news/accidents/bespilotnik-sbrosil-vzryvnoe-ustrojstvo-na-dorogu-v-centre-belgoroda-1328930/,Беспилотник сбросил взрывное устройство на дорогу в центре Белгорода,"
Власти Великобритании вводят новые иммиграционные ограничения. Они коснутся иностранных студентов, обучение которых не связано с научной, или исследовательской работой. Таким студентам больше нельзя будет привезти с собой в Соединённое Королевство семью, пишет Reuters.
Только за прошлый год родственникам иностранных студентов было выдано 136 тыс. виз, в 9 раз больше, чем в 2019 году. С начала 2023 года в Великобританию на законных основаниях уже въехало 700 тыс. человек.
Министр внутренних дел Великобритании Суэлла Браверман заявила, что число виз, выданных семьям студентов, настолько возросло, что настало время перекрыть этот поток и попробовать тем самым снизить уровень миграции.
Текущие миграционные правила Соединенного Королевства позволяют студентам, обучающимся на курсах продолжительностью от девяти месяцев запрашивать визу не только для супругов, но и для детей.
Великобритания собирается ограничить и число принимаемых беженцев – до 20 тыс. человек в год. Британские правоохранители подсчитали, что за последние пять лет число нелегалов, переплывающих пролив Ла-Манш, чтобы попасть в Соединённое Королевство, постоянно увеличивается. ",
https://profile.ru/news/politics/ssha-obvinili-rf-v-narushenii-zernovoj-sdelki-1328925/,"США обвинили РФ в нарушении ""зерновой сделки""","
Передача истребителей F-16 Украине, как и обучение украинских пилотов управлению этими самолетами, предназначены в первую очередь для удовлетворения долгосрочных оборонных потребностей страны. В краткосрочной перспективе применение такой техники не рассматривается, заявил пресс-секретарь американского оборонного ведомства Пэт Райдер. Стенограмма выступления представителя Пентагона опубликована на официальном сайте ведомства.
""F-16 для Украины – это долгосрочные обязательства перед Украиной. Эти F-16 не будут актуальны для предстоящего контрнаступления"", – сказал представитель Пентагона.
Он также еще раз подтвердил, что Соединённые Штаты будут участвовать в поддержке международной коалиции по обучению украинских пилотов F-16. Конкретные детали этой подготовки и то, сколько конкретно истребителей получит Киев, пока прорабатываются.
Пресс-секретарь военного ведомства США допустил, что обучение украинских пилотов будет, вероятно, проводиться в Европе. Подробности этой программы он пообещал предоставить в ближайшие дни.
Белый дом ранее официально поддержал усилия стран-союзников по началу обучения украинских пилотов управлению F-16. 23 мая глава европейской дипломатии заявил, что ряд входящих в Евросоюз государств уже начал такую подготовку. ",
https://profile.ru/news/politics/desantis-obyavit-o-svoem-uchastii-v-prezidentskoj-gonke-na-vstreche-s-maskom-1328917/,Десантис объявит о своем участии в президентской гонке на встрече с Маском,"
День святых равноапостольных братьев Мефодия и Кирилла, создателей славянской письменности отмечают 24 мая. Братья происходили из знатной и благочестивой семьи, жившей в Греции. Мефодий был воином, который оставил светский образ жизни и принял монашество. Его брат Константин, получивший в монашестве имя Кирилл, с детства отличался способностями к языкам.
Во время своей миссии в Моравию, которая в то время была крупным европейским государством, у братьев возникла мысль о создании славянской азбуки – глаголицы – и переводе церковных книг на славянский язык. Исследователи полагают, что это произошло в 863 году. Братьев вызвали в Рим к папе Адриану II. Понтифик утвердил богослужение на славянском языке, а Мефодия сделал епископом. В 869 году Кирилл скончался, после смерти брата Мефодий еще 15 лет распространял славянский язык.
На основе глаголицы ученик Кирилла Климент Орхидский разработал кириллицу. Ученые до сих пор спорят о первичности алфавитов, но большинство склоняются к мнению, что кириллица появилась позже.
В России 24 мая считают Днем славянской письменности и культуры. Праздник появился в 1986 году, когда отмечали 1110 лет со смерти Мефодия. В этот день по всей стране проходят памятные мероприятия, посвященные жизни Кирилла и Мефодия, пишет Anydaylife.
В этот день также отмечаются:
День Мокия Мокрого, мученика Мокия Амфипольского. На Руси считалось, что если в этот день пойдет дождь, то лето будет дождливым. Славяне также обращали внимание на рассвет: багровый восход солнца означал частые грозы летом. На Мокия Мокрого запрещалось сеять пшеницу, чтобы хлеб не побило градом.
День кадрового работника –неофициальный праздник, который отмечается в России с 2005 года. Эта дата связана с выходом в 1835 году постановления ""Об отношении между хозяевами фабричных заведений и рабочими людьми, поступающими на оные по найму"". Документ стал первым в царской России, регламентирующим отношения между работодателями и работниками.
 ",
https://profile.ru/news/politics/ssha-obespokoeny-prodleniem-soderzhaniya-pod-strazhej-zhurnalista-wsj-gershkovicha-1328912/,США обеспокоены продлением содержания под стражей журналиста WSJ Гершковича,"
Управление по контролю за иностранными активами Министерства финансов (OFAC) США ввело ограничительные меры против четырех организаций и одного физического лица из Северной Кореи. Их сочли причастными к ""злонамеренной кибердеятельности в поддержку правительства Корейской Народно-Демократической Республики"". Соответствующая информация опубликована на официальном портале Минфина США.
Под санкции попал Пхеньянский университет автоматизации, одно из ведущих учебных заведений в области кибербезопасности в КНДР. OFAC полагает, что эта структура отвечает за обучение хакеров, подчиненных главному разведывательному управлению КНДР.
Также ограничения введены против Бюро технической разведки и 110-го технического центра. По версии OFAC, обе структуры обеспечивают разработку стратегии наступательной кибератаки в КНДР. Кроме того, в санкционный список внесены корпорация Chinyong Information Technology Cooperation и гражданин КНДР Ким Сан Ман.
В середине мая деловая газета Nikkei со ссылкой на аналитические материалы утверждала, что Северная Корея использует кибератаки для воровства криптовалюты у японских компаний. Заявлялось, что связанные с правительством КНДР хакерские группировки с 2017 года якобы украли только из Японии порядка $721 млн в криптовалютах. ",
https://profile.ru/news/politics/gubernator-belgoroda-skazal-chto-u-nego-mnogo-voprosov-k-minoborony-1328910/,"Губернатор Белгорода сказал, что у него много вопросов к Минобороны","
По меньшей мере 20 детей погибли при пожаре в школьном общежитии для девочек в городе Махдия, Гайана. Еще более 20 человек пришлось госпитализировать. Предварительно, причиной возгорания стал поджог. Полиция пока не понимает мотивов преступления, сообщает Reuters.
К моменту прибытия пожарных здание в центре города было полностью охвачено пламенем. Позже выяснилось, что двери общежития были заперты. На его окнах установлены решетки.
Мэр Махдии Дэвид Адамс заявил, что пожар устроила одна из учениц. Она не пострадала. Градоначальник пояснил, что в школе в основном обучались девочки из семей коренных народов страны. ",
https://profile.ru/news/politics/v-belom-dome-schitajut-chto-ssha-nikogda-ne-okazhutsya-s-sostoyanii-defolta-1328886/,"В Белом доме считают, что США никогда не окажутся в состоянии дефолта","
С 8 мая 2023 года жители Сербии сдали властям 37.200 единиц нелегального оружия и взрывных устройств. Об этом рассказал глава Сербии Александр Вучич в интервью локальному телеканалу РТС.
В той же беседе политик заявил, что собирается бороться за возвращение смертной казни. Он считает, что другого наказания за такие преступления, которые произошли в Белграде и Младеноваце в мае 2023 года, другого наказания быть не может.
3 мая 13-летний подросток убил восемь детей и двоих взрослых в школе в центре Белграда. Убийцу поместят в лечебницу, поскольку уголовная ответственность в Сербии наступает с 14 лет.
5 мая 21-летний мужчина начал стрелять из автоматического оружия в муниципалитете Младеновац. Он убил восемь человек, стрелок дал признательные показания.
После этого президент Сербии заявил о намерении разоружить страну. В республике объявили о сборе нелегального оружия – до 8 июня это можно сделать без каких-либо последствий.
Массовые расстрелы привели к старту акций протеста в Сербии. Мероприятия ""Сербия против насилия"" проводились уже трижды. Протестующие требуют прекращения пропаганды насилия в публичном пространстве и хотят отставки министра внутренних дел республики. ",
https://profile.ru/news/society/tretyakovka-rekomendovala-poka-ne-vyvozit-iz-muzeya-troicu-andreya-rubljova-1328885/,"Третьяковка рекомендовала пока не вывозить из музея ""Троицу"" Андрея Рублёва","
Полиция арестовала 19-летнего водителя грузовика, который накануне попытался протаранить ворота Белого дома. Мужчине предъявили несколько обвинений, включая попытку покушения на президента США, сообщает Politico.
19-летний Сай Варшит Кандула врезался в защитные барьеры на северной стороне площади Лафайет у Белого дома. Он был сразу задержан сотрудниками Секретной службы. На месте водитель заявил им, что собирался ""дойти до Белого дома, захватить власть и возглавить нацию"". Также мужчина добавил, что был готов ""убить президента, если это то, что я должен сделать"".
По словам Кандулы, нападение он планировал в течение шести месяцев. При этом никакого оружия в грузовике мужчины обнаружено не было, как и взрывчатки. Врезавшись в ограждения мужчина вытащил из рюкзака нацистский флаг.
Злоумышленник предстанет перед окружным судом США в среду, 24 мая. В результате происшествия никто не пострадал, однако предъявленные ему обвинения достаточно тяжелы. ",
https://profile.ru/news/society/ivan-safronov-obzhaloval-prigovor-po-delu-o-gosizmene-v-verhovnom-sude-1328864/,Иван Сафронов обжаловал приговор по делу о госизмене в Верховном суде,"
Сотрудники правоохранительных структур Молдавии будут выполнять решение Международного уголовного суда об аресте президента России Владимира Путина, если тот нанесет визит в республику. Об этом рассказала молдавский лидер Майя Санду, ее цитируют Argumenti.ru
Политик пояснила, что Республика Молдова подписывала соглашение об уголовном суде. Соответственно, Кишинёв будет уважать решение этой структуры.
Молдавия ратифицировала Римский статут еще в 2010 году. 1 января 2011 года республика официально стала государством, признавшим юрисдикцию Международного уголовного суда. Однако эту юрисдикцию не признает Россия, как и ряд других стран.
В марте Международный уголовный суд выдал ордер на арест президента России Владимира Путина. В Кремле указали, что любые решения этой структуры с точки зрения права ничтожны и сама постановка вопроса об аресте неприемлема.
Позднее Следственный комитет России завел уголовное дело против судей Международного уголовного суда и прокурора этой структуры. 19 мая уже МВД РФ объявило обвинителя в розыск. 21 мая прокурору и одному из судей было вынесено постановление о заочном предъявлении обвинений со стороны СК России. ",
https://profile.ru/news/politics/lukashenko-prizval-prekratit-sluhi-o-svoej-bolezni-i-zayavil-chto-umirat-ne-sobiraetsya-1328879/,"Лукашенко призвал прекратить слухи о своей болезни и заявил, что умирать не собирается","
Лауреатом Международной Букеровской премии по литературе стал болгарский поэт, прозаик и литературный критик Георгий Господинов Георгиев за роман Time Shelter (""Времеубежище""). Прямая трансляция церемонии награждения велась на официальном сайте Букера.
В шорт-лист премии вошли авторы: корейский писатель Чхон Мёнгван с романом ""Кит"", каталонский прозаик Ева Бальтазар с ""Камнем"", ивуариец ГауЗ с романом ""Стоять твёрдо"" и болгарский автор Георгий Господинов с книгой ""Времеубежище"". Переводы с болгарского и каталонского в списке Букера появились впервые.
Букеровская премия является одной из самых престижных литературных наград в мире. Учрежденная в 1968 году, она вручается ежегодно начиная с 1969 года.
Международный Букер вручается только с 2004 года авторам из разных стран, чьи книги переведены на английский и изданы в Великобритании и Ирландии, а также их переводчикам. Призовой фонд премии составляет £50.000 и делится поровну между автором книги и ее переводчиком на английский язык. ",
https://profile.ru/news/society/glavnye-novosti-dnya-23-maya-3-1328855/,"Главные новости дня, 23 мая","
На проезжую часть в Белгороде было сброшено взрывное устройство с беспилотного аппарата. Об этом сообщил губернатор региона Вячеслав Гладков. Соответствующая публикация размещена в официальном Telegram-канале чиновника.
Взрывное устройство повредило легковой автомобиль. Предварительно, пострадавших при взрыве нет. На месте происшествия работают оперативные службы, привлечены взрывотехники.
23 мая Белгородскую область также пытались атаковать беспилотники. Кроме того, регион подвергся обстрелам, пострадали несколько сел и город Грайворон.
Позднее в Грайворонский городской округ вошла диверсионно-разведывательная группа. По области был введен режим контртеррористической операции. Его отменили только утром 24 мая. ",
https://profile.ru/news/politics/v-pentagone-zayavili-chto-postavki-f-16-ukraine-planirujutsya-v-dolgosrochnoj-perspektive-1328857/,"В Пентагоне заявили, что поставки F-16 Украине планируются в долгосрочной перспективе","
Соединённые Штаты считают, что российская сторона не выполняет своих обязательств в рамках так называемой зерновой сделки. Как указал официальный представитель Госдепартамента США Мэттью Миллер, сухогрузы для вывоза сельскохозяйственной продукции не допускаются в один из портов Украины.
Миллер пояснил, что стороны соглашения Черноморской инициативы договорились обеспечить беспрепятственный экспорт украинского зерна из трех портов. Россия же, утверждает представитель Госдепа, отказывается пропускать корабли в один из этих пунктов, пишет ""Интерфакс"".
""Это очевидное нарушение ее обязательств по черноморской зерновой инициативе"", – считает представитель Госдепартамента США.
Мэттью Миллер заявил, что завершение работы Черноморской инициативы грозит серьезным ростом цен на продовольствие в глобальных масштабах. Он добавил, что Вашингтон вновь призывает РФ ""прекратить держать в заложниках глобальные поставки продовольствия"".
22 мая ООН официально выразила обеспокоенность тем, что  украинский порт Южный на Чёрном море со 2 мая не принимал ни одного судна в рамках так называемой зерновой сделки. Представитель организации на тот момент не конкретизировал, кто виноват в сложившейся ситуации.
Черноморская инициатива (""зерновая сделка"") в мае 2023 года была продлена до 17 июля. Для следующего продления Россия потребовала переподключить Россельхозбанк к международной системе платежей SWIFT. Также Москва требует восстановить поставки аммиака по трубопроводу Тольятти – Одесса, притом экспорт российского аммиака был в ""зерновую сделку"" включен изначально. ",
https://profile.ru/news/society/massovyj-perehod-na-novuju-sistemu-vysshego-obrazovaniya-v-rf-planirujut-v-2025-godu-1328841/,Массовый переход на новую систему высшего образования в РФ планируют в 2025 году,"
Губернатор Флориды Рон Десантис намерен в среду, 24 мая, объявить о своем намерении баллотироваться на пост президента США от республиканской партии. Это заявление политик сделает во время прямого эфира в Twitter, в обсуждении будет также участвовать владелец платформы Илон Маск, сообщает Reuters.
Команда Десантиса также подтвердила, что он объявит свои намерения в Twitter во время обсуждения с Илоном Маском. В то же время Десантис подаст документ в Федеральную избирательную комиссию, официально заявляя о своей кандидатуре.
Трансляцию будет организовывать The Wall Street Journal. Илон Маск свое участие подтвердил. Однако подчеркнул, что не поддерживает Десантиса.
""На данный момент я не планирую поддерживать какого-либо определенного кандидата, но мне интересно, чтобы Twitter был своего рода городской площадью"", – пояснил Маск.
После трансляции губернатор Флориды намерен созвать встречу своих крупнейших спонсоров в Майами. Они должны немедленно начать сбор средств на его предвыборную кампанию.
Предварительную встречу со спонсорами Десантис уже проводил. Здесь он заявлял, что  главными кандидатами на пост президента США в 2024 году можно рассматривать его, Дональда Трампа и Джо Байдена. Себя губернатор назвал единственным республиканцем, который сможет победить действующего президента на этих выборах. ",
https://profile.ru/news/politics/frg-napravila-ukraine-novuju-partiju-voennoj-pomoshhi-vkljuchaya-rls-i-54-bespilotnika-1328846/,"ФРГ направила Украине новую партию военной помощи, включая РЛС и 54 беспилотника","
В Белом доме прокомментировали решение Лефортовского суда Москвы, который постановил оставить в СИЗО журналиста The Wall Street Journal Эвана Гершковича. Там отметили, что очень озабочены этим решением.
""Мы глубоко озабочены тем, что Россия продлила сегодня еще на три месяца досудебное задержание Эвана Гершковича"", – сказала пресс-секретарь Белого дома Карин Жан-Пьер. По ее словам, обвинения в адрес американского журналиста беспочвенны. Об этом во вторник, 23 мая, пишет ТАСС.
""Россия должна незамедлительно освободить Эвана и (осужденного за шпионаж. – «Профиль») Пола Уилана"", – добавила Жан-Пьер. Она отметила, что США продолжат четко выражать эту позицию.
Ранее суд в Москве решил оставить в СИЗО еще на три месяца Гершковича. Он будет под арестом до 30 августа.
Журналиста задержали в Екатеринбурге в конце марта. Его подозревают в шпионаже в интересах правительства США. Как отмечали в ФСБ РФ, он собирал секретные данные о работе одного из предприятий российского ВПК. Журналист свою вину не признает. ",
https://profile.ru/news/society/eksperty-podskazali-kak-spasti-upavshij-v-vodu-smartfon-1328607/,"Эксперты подсказали, как спасти упавший в воду смартфон","
Глава Белгородской области Вячеслав Гладков провел прямой эфир с жителями подведомственного ему региона. В ходе беседы один из зрителей задал вопрос о защищенности границ с Украиной. На это Гладков ответил, что у него также много вопросов к Министерству обороны России. На ситуацию обратило внимание издание ""Коммерсантъ"".
Как отмечает газета, местный житель выступил с предложением к губернатору попросить минобороны РФ усилить безопасность в регионе. Мужчина отметил, что ""противник"" дошел ""до райцентра практически на танках, минуя три села"".
В ответ губернатор пояснил, что села Грайворонского округа уже полностью освобождены.
""Почему произошло? Я думаю, что следственные органы разберутся. С вами согласен – у меня еще больше вопросов, чем у вас, к Министерству обороны. Я не хочу это комментировать, потому что считаю, что это неправильно"", – также добавил Гладков.
22 мая на территорию Грайворонского округа Белгородской области вошла диверсионно-разведывательная группа. В регионе ввели режим контртеррористической операции (КТО). 23 мая ДРГ была отброшена на территорию Украины, после чего режим КТО в области отменили. ",
https://profile.ru/news/politics/putin-zayavil-ob-uspeshnom-razvitii-otnoshenij-mezhdu-rossiej-i-respublikoj-serbskoj-1328833/,Путин заявил об успешном развитии отношений между Россией и Республикой Сербской,"
Соединённые Штаты никогда не окажутся в состоянии дефолта, несмотря на отсутствие договоренности по потолку госдолга. Такого мнения придерживается пресс-секретарь Белого дома Карин Жан-Пьер.
""Мы платим по счетам, у нас никогда в истории не было дефолта и никогда не будет"", – сказала она. Ее слова во вторник, 23 мая, приводит РИА Новости. 
Потолок американского госдолга составляет $31,4 трлн. Он был достигнут еще в январе. После этого в стране ввели экстраординарные меры, власти приостановили отчисления в социальные фонды для бюджетников, чтобы избежать дефолта.
Любая сделка по повышению лимита государственного долга должна быть одобрена обеими палатами Конгресса и, следовательно, зависит от двухпартийной поддержки. Республиканцы контролируют Палату представителей, а демократы – Сенат.
Американский лидер и спикер палаты представителей США пока не смогли договориться по потолку государственного долга. Администрация президента США призывает конгресс поднять лимит задолженности. А контролирующие Палату представителей республиканцы не против повысить его, но при этом выдвигают условие – по их мнению, необходимо значительно сократить бюджетные расходы.  ",
